,preCloseIndex,openIndex,lowestIndex,highestIndex,turnoverVol,closeIndex,label,,,,,
115,13.6014001,13.6070996,13.5054004,13.6658997,38019600,13.5093005,13.18,13.1722998,13.0442004,13.2602002,47050500,13.1429004
116,13.5093005,13.4958997,13.3340002,13.4958997,45735700,13.3781006,13.1429004,13.1454004,13.1454004,13.3563,48256400,13.2196997
117,13.3781006,13.3689001,13.305,13.4766003,48116700,13.4282996,13.2196997,13.1629004,12.8315002,13.1629004,52312800,12.8315002
118,13.4282996,13.4102002,13.1445996,13.4102002,53249000,13.1793005,12.8315002,12.8359998,12.72,12.8944995,62082600,12.7838
119,13.1793005,13.1977002,13.1531006,13.2378003,41863700,13.18,12.7838,12.7806006,12.7485999,12.9031006,50323300,12.8
120,13.18,13.1722998,13.0442004,13.2602002,47050500,13.1429004,12.8,12.7668994,12.6068005,12.8531006,58462900,12.8491003
121,13.1429004,13.1454004,13.1454004,13.3563,48256400,13.2196997,12.8491003,12.8581995,12.6151001,12.9217004,52760900,12.6152002
122,13.2196997,13.1629004,12.8315002,13.1629004,52312800,12.8315002,12.6152002,12.6295996,12.5201001,12.7147998,32475900,12.6290002
123,12.8315002,12.8359998,12.72,12.8944995,62082600,12.7838,12.6290002,12.6290002,12.4068005,12.7394995,52654200,12.5231006
124,12.7838,12.7806006,12.7485999,12.9031006,50323300,12.8,12.5231006,12.5183997,12.4283997,12.7417004,60341100,12.7369995
125,12.8,12.7668994,12.6068005,12.8531006,58462900,12.8491003,12.7369995,12.7338,12.4456995,12.7735999,51810000,12.4468994
126,12.8491003,12.8581995,12.6151001,12.9217004,52760900,12.6152002,12.4468994,12.4525,12.3676001,12.5765002,58404300,12.5339001
127,12.6152002,12.6295996,12.5201001,12.7147998,32475900,12.6290002,12.5339001,12.4866003,12.2534998,12.5727002,67422000,12.3948999
128,12.6290002,12.6290002,12.4068005,12.7394995,52654200,12.5231006,12.3948999,12.4160999,12.2501001,12.535,54348600,12.2830005
129,12.5231006,12.5183997,12.4283997,12.7417004,60341100,12.7369995,12.2830005,12.2682996,12.0043994,12.3434998,73636400,12.1491003
130,12.7369995,12.7338,12.4456995,12.7735999,51810000,12.4468994,12.1491003,12.1465002,12.1139001,12.4552002,67386300,12.4535999
131,12.4468994,12.4525,12.3676001,12.5765002,58404300,12.5339001,12.4535999,12.4631006,12.4148999,12.6231006,73652100,12.6031995
132,12.5339001,12.4866003,12.2534998,12.5727002,67422000,12.3948999,12.6031995,12.5821997,12.5181006,12.6222998,56532800,12.6068005
133,12.3948999,12.4160999,12.2501001,12.535,54348600,12.2830005,12.6068005,12.6181995,12.5569995,12.6773999,46306400,12.6
134,12.2830005,12.2682996,12.0043994,12.3434998,73636400,12.1491003,12.6,12.5707996,12.4882996,12.7742004,61802300,12.77
135,12.1491003,12.1465002,12.1139001,12.4552002,67386300,12.4535999,12.77,12.7887,12.7606006,12.9117004,67058300,12.8218994
136,12.4535999,12.4631006,12.4148999,12.6231006,73652100,12.6031995,12.8218994,12.8321997,12.5147998,12.8321997,61279800,12.5254004
137,12.6031995,12.5821997,12.5181006,12.6222998,56532800,12.6068005,12.5254004,12.5351001,12.5175,12.6322998,46725600,12.5776001
138,12.6068005,12.6181995,12.5569995,12.6773999,46306400,12.6,12.5776001,12.5776001,12.3437,12.6008997,42829600,12.3437
139,12.6,12.5707996,12.4882996,12.7742004,61802300,12.77,12.3437,12.3638,12.3638,12.6319995,54142400,12.6319995
140,12.77,12.7887,12.7606006,12.9117004,67058300,12.8218994,12.6319995,12.6452002,12.6452002,12.8432996,56313300,12.8426001
141,12.8218994,12.8321997,12.5147998,12.8321997,61279800,12.5254004,12.8426001,12.8137,12.6596997,12.8493005,53460500,12.6738
142,12.5254004,12.5351001,12.5175,12.6322998,46725600,12.5776001,12.6738,12.6942004,12.5454004,12.7052002,46848700,12.6031006
143,12.5776001,12.5776001,12.3437,12.6008997,42829600,12.3437,12.6031006,12.5327002,12.4744995,12.6048999,45622800,12.4901001
144,12.3437,12.3638,12.3638,12.6319995,54142400,12.6319995,12.4901001,12.5487,12.5467004,12.8488,12193100,12.8488
145,12.6319995,12.6452002,12.6452002,12.8432996,56313300,12.8426001,12.8488,12.8398999,12.76,12.9167004,48734200,12.8918994
146,12.8426001,12.8137,12.6596997,12.8493005,53460500,12.6738,12.8918994,12.8651001,12.6429004,12.8651001,53193800,12.6606995
147,12.6738,12.6942004,12.5454004,12.7052002,46848700,12.6031006,12.6606995,12.6629004,12.6210999,12.9784998,49668100,12.9631995
148,12.6031006,12.5327002,12.4744995,12.6048999,45622800,12.4901001,12.9631995,12.9442004,12.9141003,13.1315002,50673100,13.0531995
149,12.4901001,12.5487,12.5467004,12.8488,12193100,12.8488,13.0531995,13.0479004,12.8564001,13.0479004,47112900,12.8958997
150,12.8488,12.8398999,12.76,12.9167004,48734200,12.8918994,12.8958997,12.8864001,12.7485999,12.9403003,47876000,12.8582996
151,12.8918994,12.8651001,12.6429004,12.8651001,53193800,12.6606995,12.8582996,12.8210999,12.7683997,13.0010999,40640000,12.9293005
152,12.6606995,12.6629004,12.6210999,12.9784998,49668100,12.9631995,12.9293005,12.9384998,12.9073999,13.0205005,40418200,12.9819995
153,12.9631995,12.9442004,12.9141003,13.1315002,50673100,13.0531995,12.9819995,12.9814001,12.7451001,13.0021997,38292900,12.7859998
154,13.0531995,13.0479004,12.8564001,13.0479004,47112900,12.8958997,12.7859998,12.7665002,12.6310999,12.7665002,41597600,12.6668994
155,12.8958997,12.8864001,12.7485999,12.9403003,47876000,12.8582996,12.6668994,12.6733997,12.6116003,12.7601001,45550300,12.7454004
156,12.8582996,12.8210999,12.7683997,13.0010999,40640000,12.9293005,12.7454004,12.7106995,12.6521997,12.8140002,40325900,12.7771997
157,12.9293005,12.9384998,12.9073999,13.0205005,40418200,12.9819995,12.7771997,12.7758997,12.7758997,12.9308997,37410700,12.9219995
158,12.9819995,12.9814001,12.7451001,13.0021997,38292900,12.7859998,12.9219995,12.9046997,12.6487,12.9046997,34206000,12.6683997
159,12.7859998,12.7665002,12.6310999,12.7665002,41597600,12.6668994,12.6683997,12.6703003,12.6320996,12.7565002,35875700,12.7151001
160,12.6668994,12.6733997,12.6116003,12.7601001,45550300,12.7454004,12.7151001,12.7129004,12.7003003,12.8505005,34996100,12.8166003
161,12.7454004,12.7106995,12.6521997,12.8140002,40325900,12.7771997,12.8166003,12.8379004,12.8379004,13.0068005,38542800,13.0068005
162,12.7771997,12.7758997,12.7758997,12.9308997,37410700,12.9219995,13.0068005,12.9648999,12.8273999,12.9758997,32881200,12.8282996
163,12.9219995,12.9046997,12.6487,12.9046997,34206000,12.6683997,12.8282996,12.8782996,12.7219995,13.0304004,47835600,12.7757996
164,12.6683997,12.6703003,12.6320996,12.7565002,35875700,12.7151001,12.7757996,12.7660999,12.6558997,12.8059998,50569800,12.7497998
165,12.7151001,12.7129004,12.7003003,12.8505005,34996100,12.8166003,12.7497998,12.7180005,12.3282996,12.7180005,52125000,12.3682996
166,12.8166003,12.8379004,12.8379004,13.0068005,38542800,13.0068005,12.3682996,12.3320996,12.1722998,12.4493994,50170800,12.4231006
167,13.0068005,12.9648999,12.8273999,12.9758997,32881200,12.8282996,12.4231006,12.495,12.4712,12.7442004,73513400,12.6779004
168,12.8282996,12.8782996,12.7219995,13.0304004,47835600,12.7757996,12.6779004,12.6797998,12.2451001,12.6866003,73806300,12.2451001
169,12.7757996,12.7660999,12.6558997,12.8059998,50569800,12.7497998,12.2451001,12.275,12.2159998,12.4390002,65434400,12.3204004
170,12.7497998,12.7180005,12.3282996,12.7180005,52125000,12.3682996,12.3204004,12.2904004,12.1154004,12.4997998,68692500,12.4905005
171,12.3682996,12.3320996,12.1722998,12.4493994,50170800,12.4231006,12.4905005,12.4588,12.3381006,12.5508997,62732600,12.5169995
172,12.4231006,12.495,12.4712,12.7442004,73513400,12.6779004,12.5169995,12.5092004,11.9269995,12.5092004,82795100,11.9269995
173,12.6779004,12.6797998,12.2451001,12.6866003,73806300,12.2451001,11.9269995,11.8831006,11.6928003,12.1483997,94598300,12.1359998
174,12.2451001,12.275,12.2159998,12.4390002,65434400,12.3204004,12.1359998,12.1033997,11.5588,12.1033997,94318700,11.5639001
175,12.3204004,12.2904004,12.1154004,12.4997998,68692500,12.4905005,11.5639001,11.5707996,11.335,12.1114001,100826900,12.0651001
176,12.4905005,12.4588,12.3381006,12.5508997,62732600,12.5169995,12.0651001,12.1310999,12.1310999,12.6512,93871700,12.5507996
177,12.5169995,12.5092004,11.9269995,12.5092004,82795100,11.9269995,12.5507996,12.5537,12.0560999,12.5537,53681300,12.0708997
178,11.9269995,11.8831006,11.6928003,12.1483997,94598300,12.1359998,12.0708997,12.0760999,11.8706006,12.2115002,51857300,11.8821997
179,12.1359998,12.1033997,11.5588,12.1033997,94318700,11.5639001,11.8821997,11.8879004,11.7979004,11.9741003,48203600,11.8587
180,11.5639001,11.5707996,11.335,12.1114001,100826900,12.0651001,11.8587,11.8787,11.8787,12.2003003,58776400,12.0918005
181,12.0651001,12.1310999,12.1310999,12.6512,93871700,12.5507996,12.0918005,12.0446997,11.8754004,12.1577002,53836100,12.1327002
182,12.5507996,12.5537,12.0560999,12.5537,53681300,12.0708997,12.1327002,12.0906995,11.0642004,12.0906995,73050600,11.0642004
183,12.0708997,12.0760999,11.8706006,12.2115002,51857300,11.8821997,11.0642004,11.1378003,11.1378003,11.6803003,49376800,11.6635999
184,11.8821997,11.8879004,11.7979004,11.9741003,48203600,11.8587,11.6635999,11.6417004,11.4077002,11.6703003,57821300,11.6106006
185,11.8587,11.8787,11.8787,12.2003003,58776400,12.0918005,11.6106006,11.6064001,11.1143005,11.6064001,62856400,11.1428003
186,12.0918005,12.0446997,11.8754004,12.1577002,53836100,12.1327002,11.1428003,11.1516003,10.9814001,11.5381995,67161200,10.9922998
187,12.1327002,12.0906995,11.0642004,12.0906995,73050600,11.0642004,10.9922998,10.9756006,10.0796997,10.9756006,79560200,10.5689001
188,11.0642004,11.1378003,11.1378003,11.6803003,49376800,11.6635999,10.5689001,10.5759998,9.9622998,10.7291003,70692100,9.9622998
189,11.6635999,11.6417004,11.4077002,11.6703003,57821300,11.6106006,9.9622998,9.8890997,9.7096997,10.2106,87163300,9.8494
190,11.6106006,11.6064001,11.1143005,11.6064001,62856400,11.1428003,9.8494,9.8841998,9.0919,10.0525,68190000,9.0991998
191,11.1428003,11.1516003,10.9814001,11.5381995,67161200,10.9922998,9.0991998,9.0231,8.3979999,9.3635999,114562300,8.9921997
192,10.9922998,10.9756006,10.0796997,10.9756006,79560200,10.5689001,8.9921997,9.1275,9.1275,10.0692999,72633700,10.0334998
193,10.5689001,10.5759998,9.9622998,10.7291003,70692100,9.9622998,10.0334998,10.0996997,9.7207001,10.4431006,81619900,9.9801001
194,9.9622998,9.8890997,9.7096997,10.2106,87163300,9.8494,9.9801001,9.9459998,9.0398999,9.9459998,65423300,9.0784003
195,9.8494,9.8841998,9.0919,10.0525,68190000,9.0991998,9.0784003,9.0953003,8.6583002,9.4771002,79845000,9.4642999
196,9.0991998,9.0231,8.3979999,9.3635999,114562300,8.9921997,9.4642999,9.4228998,9.1873999,9.8464001,65817800,9.4054999
197,8.9921997,9.1275,9.1275,10.0692999,72633700,10.0334998,9.4054999,9.4351001,9.4351001,9.8540002,51756400,9.8540002
198,10.0334998,10.0996997,9.7207001,10.4431006,81619900,9.9801001,9.8540002,9.8040002,9.5246997,9.8544,51218300,9.5504999
199,9.9801001,9.9459998,9.0398999,9.9459998,65423300,9.0784003,9.5504999,9.5166998,8.7581,9.5166998,61479800,8.9678003
200,9.0784003,9.0953003,8.6583002,9.4771002,79845000,9.4642999,8.9678003,8.9908002,8.5844,9.2283002,71899000,9.0810999
